,CalllogID,Category,Content,Line,MemberLine,Speaker,content.split,Intent,IntentScore,IntentScoreConfidence,ChatIDLineCount
2794,370203,Member,嗯 ,4,2,liuy147,嗯 ,common/谢谢,50.0,3.0,1
2795,370204,Member,存了130到张旭那 ,2,1,a17761,存 了 130 到 张旭 那 ,-,0.0,0.0,2
2797,370205,Member,申请500+500 ,2,1,ljb823424,申请 500+500 ,promotion/38APP彩金,26.91,1.0,2
2799,370206,Member,亲昨晚你不是说昨天会处理完我更改名字，怎么现在还没有成功 ,2,1,tbwxmgxfc,亲 昨晚 你 不是 说 昨天 会 处理 完 我 更改 名字 ， 怎么 现在 还 没有 成功 ,-,0.0,0.0,2
2801,370207,Member,通关28..88.188对吗 ,4,2,zhu159177,通关 28 . . 88 . 188 对 吗 ,-,0.0,0.0,1
2802,370209,Member,怎么能享受当月奖励 ,2,1,tbch206667,怎么 能 享受 当月 奖励 ,-,0.0,0.0,2
2804,370210,Member,您好，麻烦您帮我申请首笔投注输了的保险 ,2,1,bb236589,您好 ， 麻烦 您 帮 我 申请 首 笔 投注 输 了 的 保险 ,-,0.0,0.0,2
2806,370211,Member,是 ,4,2,lixq258,是 ,-,0.0,0.0,1
2807,370212,Member,游戏打不开 ,2,1,lll123456l,游戏 打 不 开 ,portal/无法登入,29.54,1.0,2
2809,370213,Member,你好我领生日礼金 ,2,1,tbthb888,你好 我 领 生日 礼金 ,-,0.0,0.0,1
2810,370216,Visitor,体验金在哪领取 ,2,1,啊,体验 金 在 哪 领取 ,promotion/注册彩金,39.42,2.0,2
2812,370217,Visitor,又转不进去钱 ,2,1,王刚,又 转 不 进去 钱 ,-,0.0,0.0,2
2814,370218,Member,是 ,4,2,zuws123,是 ,-,0.0,0.0,1
2815,370219,Member,生日到了，送多少彩金 ,2,1,TBca1588448,生日 到 了 ， 送 多少 彩金 ,promotion/要求免费彩金,37.28,2.0,1
2816,370220,Visitor,为什么我进不去游戏，一直说我账户密码错误 ,2,1,黄鹏,为什么 我 进 不 去 游戏 ， 一直 说 我 账户 密码 错误 ,-,0.0,0.0,2
2818,370221,Visitor,ding222 我还可以参加  100送 200吗 ,2,1,安德森,ding222 我 还 可以 参加 100 送 200 吗 ,-,0.0,0.0,2
2820,370222,Member,还是不行 访客传送了一个文件：D816A5F8-4C5C-4406-8F18-67AC2AA046D2.png ,2,1,lll123456l,还是 不行 访客 传送 了 一个 文件 ：D816A5F8-4C5C-4406-8F18-67AC2AA046D2 . png ,-,0.0,0.0,2
2822,370223,Visitor,申请存500宋500 ,2,1,突然,申请 存 500 宋 500 ,promotion/再存优惠,21.02,1.0,2
2824,370224,Member,申请  生日礼金 ,2,1,tb940525,申请 生日 礼金 ,promotion/38APP彩金,23.79,1.0,2
2826,370225,Member,把网址给我发过来 ,3,2,pxy5911,把 网址 给 我 发 过来 ,portal/乐天堂电脑版网址,24.86,1.0,1
2827,370226,Member,是的 ,4,2,minghq12,是 的 ,-,0.0,0.0,1
2828,370227,Member,pt客户端没有苹果版的吗 ,2,1,shen bo 111,pt 客户端 没有 苹果 版 的 吗 ,portal/app/pt/乐天堂PT手机客户端,33.02,1.0,2
2830,370228,Member,申请生日礼包 ,2,1,yang2002,申请 生日 礼 包 ,promotion/sportsbook/首存礼包,40.67,2.0,2
2832,370229,Member,存款未到账 ,2,1,tbqqww12345,存款 未 到 账 ,payment/deposit/为何存款尚未到账,67.11,4.0,2
2834,370230,Member,积分在那个位置 ,2,1,WAGG123,积分 在 那个 位置 ,-,0.0,0.0,1
2835,370232,Member,账户luzebing 麻烦清除 沙巴体育流水 ,2,1,luizebing,账户 luzebing 麻烦 清除 沙巴 体育 流水 ,-,0.0,0.0,2
2837,370233,Member,我的这个号那么不能进古怪猴子游戏了 ,2,1,ymf617609,我 的 这个 号 那么 不能 进 古怪猴子 游戏 了 ,-,0.0,0.0,2
2839,370234,Member,是 ,4,2,huang12388,是 ,-,0.0,0.0,1
2840,370235,Member,meier12申请500+500 ,2,1,meier12,meier12 申请 500+500 ,promotion/38APP彩金,26.91,1.0,2
2842,370236,Member,申请存500送500 ,2,1,cqh424,申请 存 500 送 500 ,promotion/38APP彩金,31.96,1.0,2
2844,370237,Member,dt加什么字母  ,2,1,nanah,dt 加 什么 字母 ,bet/slot/pt/PT老虎机游戏账户,26.37,1.0,2
2846,370238,Member,支付宝转了两次 只到了一笔 ,3,2,Tbaernan2014,支付宝 转 了 两次 只 到 了 一笔 ,payment/deposit/localbank/没有本银/支付宝存款收款账户， 存入旧账户,20.66,1.0,1
2847,370239,Member,我的账号密码忘了锁上了 ,2,1,Sky1983,我 的 账号 密码 忘 了 锁上 了 ,account/password/忘记密码,25.6,1.0,1
2848,370240,Member,是 ,4,2,wugl456,是 ,-,0.0,0.0,1
2849,370241,Member,帮我看下上场世界杯我压的什么 ,2,1,sj4567,帮 我 看 下 上场 世界杯 我 压 的 什么 ,-,0.0,0.0,2
2851,370242,Member,你好 体验金还能领吗？  ,2,1,dhp0701,你好 体验 金 还 能 领 吗 ？ ,promotion/注册彩金,22.27,1.0,2
2853,370243,Member,我的账号怎么进不去游戏 ,2,1,ymf617609,我 的 账号 怎么 进 不 去 游戏 ,common/无法登入乐天堂页面/体育页面/真人页面/游戏页面,21.27,1.0,2
2855,370244,Member,zg15888  申请1000+1000 ,2,1,z,zg15888 申请 1000+1000 ,promotion/38APP彩金,26.91,1.0,2
2857,370245,Member,为什么我进不了PT里面的游戏  ,2,1,tbgq770806,为什么 我 进 不了 pt 里面 的 游戏 ,portal/app/乐天堂PT APP 桌面/安卓下载版,22.01,1.0,2
2859,370246,Member,帮我查一下，我上场世界杯压的哪个比分 ,2,1,sj4567,帮 我 查 一下 ， 我 上场 世界杯 压 的 哪个 比分 ,-,0.0,0.0,2
2861,370247,Member,是 ,4,2,qizx789,是 ,-,0.0,0.0,1
2862,370248,Member,你好！生日礼金怎么领取？ ,2,1,tbwhy33333,你好 ！ 生日 礼金 怎么 领取 ？ ,-,0.0,0.0,2
2864,370249,Member,怎么存款紧不到账？ ,2,1,yangye33,怎么 存款 紧 不到 账 ？ ,payment/deposit/为何存款尚未到账,69.45,4.0,2
2866,370251,Member,ss199888 ,2,1,ss1998,ss199888 ,-,0.0,0.0,2
2868,370253,Member,生日礼金在哪里领取？ ,2,1,tbwhy33333,生日 礼金 在 哪里 领取 ？ ,-,0.0,0.0,2
2870,370254,Member,你好请问我的存款怎么还没到账 ,2,1,zxc881122,你好 请问 我 的 存款 怎么 还 没 到 账 ,payment/deposit/为何存款尚未到账,58.53,3.0,2
2872,370255,Member,登陆不了游戏 ,2,1,jst521,登陆 不了 游戏 ,portal/无法登入,30.04,1.0,2
2874,370256,Member,你好  访客传送了一个文件：1769A351-22BA-47D5-81B6-A69B7693CA05.png ,2,1,dhp0701,你好 访客 传送 了 一个 文件 ：1769A351-22BA-47D5-81B6-A69B7693CA05 . png ,-,0.0,0.0,2
2876,370257,Member,我要存2000送2000的优惠券 ,2,1,tbyue11111,我 要 存 2000 送 2000 的 优惠 券 ,promotion/38APP彩金,34.05,1.0,2
2878,370258,Member,微信转账银行卡显示明天24点前到账 ,2,1,zz110215,微信 转账 银行卡 显示 明天 24 点 前 到 账 ,payment/deposit/wechat/微信转账存款,25.4,1.0,2
2880,370260,Member,我支付宝存钱到了，怎样还没有在游戏 ,2,1,cg7730,我 支付宝 存款 到 了 ， 怎样 还 没有 在 游戏 ,payment/deposit/localbank/本银/支付宝转账存款,40.67,2.0,2
2882,370262,Member,生日奖金 ,2,1,tbxxs888,生日 奖金 ,-,0.0,0.0,2
2884,370263,Member,cg7730 ,2,1,cg7730,cg7730 ,-,0.0,0.0,2
2886,370264,Member,怎么领取开户领18了？ ,2,1,dbhd,怎么 领取 开户 领 18 了 ？ ,-,0.0,0.0,2
2888,370265,Member,申请500送500 ,2,1,LMH1335012,申请 500 送 500 ,promotion/38APP彩金,39.4,2.0,2
2890,370266,Member,申请优惠卷500送500 ,2,1,kmjsza147,申请 优惠 卷 500 送 500 ,-,0.0,0.0,2
2892,370267,Member,微信存款没有到账 ,2,1,TB740207LYH,微信 存款 没有 到 账 ,payment/deposit/wechat/微信转账存款,56.51,3.0,2
2894,370268,Member,请问怎网页的PT游戏玩不起了 ,2,1,tba22088,请问 怎 网页 的 PT 游戏 玩 不 起 了 ,-,0.0,0.0,1
2895,370269,Member,怎么给我申请的500送250的优惠卷啊，我不是申请500送500的吗？ ,2,1,kmjsza147,怎么 给 我 申请 的 500 送 250 的 优惠 卷 啊 ， 我 不是 申请 500 送 500 的 吗 ？ ,promotion/38APP彩金,26.12,1.0,2
2897,370270,Member,是我的 ,2,1,tba22088,是 我 的 ,-,0.0,0.0,2
2899,370271,Member,微信存款未到账。 ,2,1,h466636869,微信 存款 未 到 账 。 ,payment/deposit/wechat/微信转账存款,46.58,2.0,1
2900,370273,Member,帮我查下我的存款要多久才能到账 ,2,1,mac1985,帮 我 查 下 我 的 存款 要 多久 才能 到 账 ,payment/deposit/存款多久到账？,37.22,2.0,2
2902,370274,Member,我的帐号是可以申请500送500的优惠卷啊，昨天才申请了的 ,2,1,kmjsza147,我 的 帐号 是 可以 申请 500 送 500 的 优惠 卷 啊 ， 昨天 才 申请 了 的 ,-,0.0,0.0,2
2904,370275,Visitor,3303555申请存500送250 ,2,1,打过飞,3303555 申请 存 500 送 250 ,promotion/38APP彩金,31.96,1.0,2
2906,370276,Member,我用朋友支付宝支付可以不  ,2,1,zzz888cf,我 用 朋友 支付宝 支付 可以 不 ,payment/deposit/localbank/本银/支付宝转账存款,32.66,1.0,2
2908,370277,Member,你好把手机pt下载链接给我 ,2,1,ba ha h,你好 把手 机 pt 下载 链接 给 我 ,portal/app/乐天堂PT APP 桌面/安卓下载版,37.84,2.0,2
2910,370278,Member,你好我这么存不进去款 ,2,1,tbyj1976,你好 我 这么 存 不 进去 款 ,-,0.0,0.0,2
2912,370279,Member,提款失败 ,2,1,314632040,提款 失败 ,payment/withdrawal/提款申请失败,62.46,4.0,2
2914,370280,Member,我领取体验金成功了怎么没有啊、 ,2,1,z1071308797,我 领取 体验 金 成功 了 怎么 没有 啊 、 ,promotion/注册彩金,37.78,2.0,2
2916,370281,Member,我忘记支付密码了怎么办 ,2,1,naer1981,我 忘记 支付 密码 了 怎么办 ,account/password/忘记密码,46.07,2.0,2
2918,370283,Member,你好  为什么红包优惠劵使用就提示获取异常? ,2,1,tbedisonwg8,你好 为什么 红包 优惠 劵 使用 就 提示 获取 异常 ? ,-,0.0,0.0,2
2920,370284,Member,我用支付宝传帐20元请帮我查一下是否到帐 ,2,1,tb1970,我 用 支付宝 传 帐 20 元 请 帮 我 查 一下 是否 到 帐 ,-,0.0,0.0,1
2921,370285,Member,为什么我游戏都进不去阿？？ ,2,1,tbypfefa1,为什么 我 游戏 都 进 不 去 阿 ？ ？ ,-,0.0,0.0,2
2923,370286,Member,你好我PT游戏随便怎么都进去不了  ,2,1,tba22088,你好 我 pt 游戏 随便 怎么 都 进去 不了 ,portal/app/乐天堂PT APP 桌面/安卓下载版,28.46,1.0,2
2925,370287,Member,你们给的转账人名字不支持实时到账  ,4,2,Tbbb871010,你们 给 的 转账 人名 字 不支 持 实时 到 账 ,-,0.0,0.0,1
2926,370288,Member,你好我是新会员，刚刚用支付宝冲了一百怎么没到账？ ,2,1,tbdeng888,你好 我 是 新会员 ， 刚刚 用 支付宝 冲 了 一百 怎么 没 到 账 ？ ,-,0.0,0.0,2
2928,370289,Member,PT怎么进不去啊 ,2,1,ll516516,pt 怎么 进 不 去 啊 ,common/无法登入乐天堂页面/体育页面/真人页面/游戏页面,34.22,1.0,2
2930,370292,Member,进不到游戏 ,2,1,yang977,进 不到 游戏 ,-,0.0,0.0,2
2932,370293,Member,时来运转彩金怎么申请 ,2,1,yl8986,时来运转 彩金 怎么 申请 ,promotion/38APP彩金,66.24,4.0,2
2934,370294,Member,zg1982  申请2000+2000 ,2,1,z,zg1982 申请 2000+2000 ,promotion/38APP彩金,26.91,1.0,2
2936,370295,Member,生日彩金领取 ,2,1,zhanglin68,生日 彩金 领取 ,promotion/要求免费彩金,26.74,1.0,2
2938,370296,Member,邮箱收到了18 ,2,1,vvy,邮箱 收到 了 18 ,account/email/没有收到乐天堂发出的邮件,25.14,1.0,1
2939,370297,Member,我用支付宝转的钱为什么没到账 我门 ,2,1,tb1970,我 用 支付宝 转 的 钱 为什么 没 到 账 我 门 ,payment/deposit/localbank/没有本银/支付宝存款收款账户， 存入旧账户,33.58,1.0,2
2941,370298,Member,== ,2,1,435435,== ,-,0.0,0.0,2
2943,370299,Member,申请500+500  a6320162 ,2,1,41,申请 500+500 a6320162 ,promotion/38APP彩金,26.91,1.0,2
2945,370300,Member,firehu007  申请存1000送1000 ,2,1,firehu007,firehu007 申请 存 1000 送 1000 ,promotion/38APP彩金,31.96,1.0,1
2946,370301,Member,为何无盾支付1，2都存不进？ ,2,1,aaa3336669,为何 无 盾 支付 1 ， 2 都 存 不 进 ？ ,-,0.0,0.0,2
2948,370303,Member,我的账户被锁住了 ,2,1,tbxiaolai12,我 的 账户 被 锁 住 了 ,-,0.0,0.0,2
2950,370304,Member,我在丨点30分用支付宝转帐20元还没到帐 ,2,1,tb11981,我 在 丨 点 30 分 用 支付宝 转 帐 20 元 还 没 到 帐 ,-,0.0,0.0,2
2952,370305,Member,微信怎么还没到账 ,2,1,tbdeng888,微信 怎么 还 没 到 账 ,payment/deposit/wechat/微信转账存款,44.14,2.0,2
2954,370306,Member,我的账号进不了游戏了、 ,4,2,tbtb510108sk,我 的 账号 进 不了 游戏 了 、 ,-,0.0,0.0,1
2955,370307,Member,我微信转账存款为什么还没到账 ,2,1,tb103136lyp,我 微信 转账 存款 为什么 还 没 到 账 ,payment/deposit/wechat/微信转账存款,48.02,2.0,2
2957,370308,Member,密码忘了 ,2,1,wh3399,密码 忘 了 ,account/password/忘记密码,50.11,3.0,2
2959,370309,Member,关闭所有游戏窗口 ,2,1,tbtb510108sk,关闭 所有 游戏 窗口 ,-,0.0,0.0,2
2961,370310,Member,我的存款怎么没到账 ,2,1,fei552200,我 的 存款 怎么 没 到 账 ,payment/deposit/为何存款尚未到账,57.61,3.0,1
2962,370311,Member,我存款提示到账了没钱啊 ,2,1,lsg123 ,我 存款 提示 到 账 了 没 钱 啊 ,payment/deposit/为何存款尚未到账,35.58,2.0,2
2964,370312,Member,我的登录窗口未关闭 ,2,1,isabitch1,我 的 登录 窗口 未 关闭 ,-,0.0,0.0,2
2966,370313,Member,我的存款怎么没到账 ,2,1,fei552200,我 的 存款 怎么 没 到 账 ,payment/deposit/为何存款尚未到账,57.61,3.0,2
2968,370314,Member,还是转帐的问题 ,2,1,tb11981,还是 转 帐 的 问题 ,fundtransfer/无法进行转账,20.65,1.0,2
2970,370315,Member,我的存款早就到账了，游戏账户上没钱啊 ,2,1,lsg123 ,我 的 存款 早就 到 账 了 ， 游戏 账户 上 没 钱 啊 ,-,0.0,0.0,2
2972,370317,Member,帮忙申请个彩金嘛 ,2,1,a17761,帮忙 申请 个 彩金 嘛 ,promotion/38APP彩金,24.35,1.0,2
2974,370318,Member,帮我解冻账号 ,3,1,a,帮 我 解冻 账号 ,-,0.0,0.0,2
2976,370319,Member,我收不到验证码，你帮我看看我手机号是多少 ,2,1,xiao082388,我 收 不到 验证 码 ， 你 帮 我 看看 我 手机号 是 多少 ,account/phone/无法收到乐天堂发出的手机验证码,24.45,1.0,2
2978,370321,Visitor,请问在哪里可以看到投注35元得一积分？我想看下我有多少积分在哪里看？ ,4,2,朱运杰,请问 在 哪里 可以 看到 投注 35 元 得 一 积分 ？ 我 想 看 下 我 有 多少 积分 在 哪里 看 ？ ,-,0.0,0.0,1
2979,370322,Member,申请转运彩金 ,2,1,tbwz198232,申请 转运 彩金 ,promotion/38APP彩金,69.67,4.0,2
2981,370323,Visitor,申请存1000送1000 ,2,1,突然,申请 存 1000 送 1000 ,promotion/38APP彩金,31.96,1.0,2
2983,370324,Visitor,sq申请存1000宋1000 ,2,1,热的双方都是舒服的dfs,sq 申请 存 1000 宋 1000 ,promotion/再存优惠,21.02,1.0,2
2985,370325,Member,pt怎么登不进游戏啊 ,2,1,ly1984ly,pt 怎么 登 不 进 游戏 啊 ,portal/app/乐天堂PT APP 桌面/安卓下载版,26.09,1.0,2
2987,370326,Member,我 刚才支付宝支付的 钱还没有到账 ,2,1,lll888mmm,我 刚才 支付宝 支付 的 钱 还 没有 到 账 ,payment/deposit/localbank/本银/支付宝转账存款,30.28,1.0,2
2989,370327,Member,zg1982  申请1000+1000 ,2,1,z,zg1982 申请 1000+1000 ,promotion/38APP彩金,26.91,1.0,1
2990,370328,Member,是 ,4,2,wj831011,是 ,-,0.0,0.0,1
2991,370329,Member,588送500 ,2,1,lyh82810,588 送 500 ,promotion/38APP彩金,31.53,1.0,2
2993,370330,Visitor,a5776405   申请存500送500 ,2,1,上点分,a5776405 申请 存 500 送 500 ,promotion/38APP彩金,31.96,1.0,2
2995,370331,Member,苹果手机可以下载pt平台嘛 ,2,1,lili1313,苹果 手机 可以 下载 pt 平台 嘛 ,portal/app/pt/乐天堂PT手机客户端,22.0,1.0,2
2997,370332,Member,怎么回事啊？pt进游戏的时候一直显示游戏无法登陆 ,2,1,ly1984ly,怎么 回事 啊 ？ pt 进 游戏 的 时候 一直 显示 游戏 无法 登陆 ,-,0.0,0.0,2
2999,370333,Member,我存款几个小时了！收款方一般什么时候到账 ,2,1,zjy8986,我 存款 几个 小时 了 ！ 收款 方 一般 什么 时候 到 账 ,-,0.0,0.0,2
3001,370334,Member,世界杯在哪里下注 ,2,1,a774609906,世界杯 在 哪里 下注 ,-,0.0,0.0,2
3003,370335,Member,为什么我申请体验金   显示安全等级不够 ,2,1,lyh900225,为什么 我 申请 体验 金 显示 安全 等级 不够 ,-,0.0,0.0,1
3004,370336,Member,zg1982  申请500+500 ,2,1,z,zg1982 申请 500+500 ,promotion/38APP彩金,26.91,1.0,2
3006,370337,Visitor,申请存500送500 ,2,1,热的双方都是舒服的dfs,申请 存 500 送 500 ,promotion/38APP彩金,31.96,1.0,2
3008,370338,Member,嗨 ,2,1,tbhy8848,嗨 ,-,0.0,0.0,2
3010,370339,Member,存1000送1000 ,2,1,wori2468,存 1000 送 1000 ,promotion/38APP彩金,23.24,1.0,2
3012,370340,Visitor,我的生日奖金在那里领 ,2,1,胡树均,我 的 生日 奖金 在 那里 领 ,-,0.0,0.0,2
3014,370343,Member,账号密码忘记怎么找回？ ,4,2,ww201211,账号 密码 忘记 怎么 找回 ？ ,account/password/忘记密码,36.21,2.0,1
3015,370344,Member,你好，我这个手机号码没用了，我想改一下  ,2,1,x568129009,你好 ， 我 这个 手机号 码 没用 了 ， 我 想 改 一下 ,-,0.0,0.0,2
3017,370345,Member,我的密码忘记了 ,2,1,aa1122aa,我 的 密码 忘记 了 ,account/password/忘记密码,73.72,5.0,2
3019,370346,Member,那么我耍不起DT你面的游戏啊 ,2,1,tbcj12140,那么 我 耍 不 起 DT 你 面 的 游戏 啊 ,-,0.0,0.0,2
3021,370348,Member,怎么我一进pt网页版就登陆失败叫我重新登陆 ,2,1,1,怎么 我 一 进 pt 网页 版 就 登陆 失败 叫 我 重新 登陆 ,-,0.0,0.0,2
3023,370349,Member,我日 怎么无法游戏   ,2,1,t b 258258 aa,我 日 怎么 无法 游戏 ,-,0.0,0.0,2
3025,370350,Member,sb下注记录怎么看不到 ,2,1,xjxj0612,sb 下注 记录 怎么 看不到 ,-,0.0,0.0,2
3027,370351,Member,请你帮我申请优惠卷 ,3,2,ww5168,请 你 帮 我 申请 优惠 卷 ,-,0.0,0.0,1
3028,370352,Member,PT游戏怎么玩不了 ,2,1,li1993129,pt 游戏 怎么 玩 不了 ,portal/app/乐天堂PT APP 桌面/安卓下载版,37.08,2.0,2
3030,370353,Member,申请生日礼金 ,2,1,oo518518,申请 生日 礼金 ,promotion/38APP彩金,23.79,1.0,2
3032,370354,Visitor,今天电脑玩网页版顺畅网址给我 ,2,1,田华,今天 电脑 玩 网页 版 顺畅 网址 给 我 ,portal/乐天堂电脑版网址,35.29,2.0,2
3034,370355,Member,密码不记得了 ,2,1,a891122,密码 不 记得 了 ,account/password/忘记密码,26.91,1.0,2
3036,370356,Member,申请领取生日礼金 ,4,2,tbpc741225,申请 领取 生日 礼金 ,promotion/38APP彩金,20.92,1.0,1
3037,370357,Member,我以前的代理账户怎么进不去了啊 ,2,1,11111,我 以前 的 代理 账户 怎么 进 不 去 了 啊 ,-,0.0,0.0,2
3039,370358,Member,我日，还是耍不起  ,2,1,t b 258258 aa,我 日 ， 还是 耍 不 起 ,-,0.0,0.0,2
3041,370359,Member,我的游戏打不开 ,2,1,jst521,我 的 游戏 打 不 开 ,portal/无法登入,29.45,1.0,2
3043,370360,Member,.下载APP礼金 领取  ,2,1,xiaomonv1,. 下载 app 礼金 领取 ,promotion/38APP彩金,24.86,1.0,2
3045,370361,Member,你好 我想修改我注册手机号怎么改···注册手机号现在没用了 ,2,1,tbxlalg520,你好 我 想 修改 我 注册 手机号 怎么 改 ··· 注册 手机号 现在 没用 了 ,-,0.0,0.0,2
3047,370362,Member,怎么进不了游戏 ,2,1,lubao1118,怎么 进 不了 游戏 ,payment/withdrawal/无法登入提款页面,20.77,1.0,2
3049,370363,Member,我微信转账2点就转了到现在都还没有到账 ,2,1,q188588,我 微信 转账 2 点 就 转 了 到 现在 都 还 没有 到 账 ,payment/deposit/wechat/微信转账存款,31.62,1.0,2
3051,370364,Member,dt怎么打不开 ,2,1,lw33605555,dt 怎么 打 不 开 ,portal/无法登入,46.2,2.0,2
3053,370365,Member,我换手机号 ,4,2,a891122,我 换手 机 号 ,account/phone/如何更换电话号码？,51.77,3.0,1
3054,370366,Member,领取APP彩金 ,2,1,xiaomonv1,领取 app 彩金 ,promotion/注册彩金,40.49,2.0,2
3056,370367,Member,我客户端上不去了 ,4,2,zhfanghu88,我 客户端 上 不 去 了 ,portal/乐天堂备用网址,23.69,1.0,1
3057,370369,Member,游戏怎么进不去?  ,2,1,t027113,游戏 怎么 进 不 去 ? ,portal/无法登入,29.78,1.0,2
3059,370370,Member,请问我用微信存款怎么还没到账呢 ,4,2,zxc881122,请问 我 用 微信 存款 怎么 还 没 到 账 呢 ,payment/deposit/wechat/微信转账存款,46.61,2.0,1
